,Symbol,Name,Last Sale,Market Cap,Volume,Sector,Industry,Reduced Name
212,AMP,Ameriprise Financial Inc. Common Stock,$194.33,22926632481.0,422284,Finance,Investment Managers,Ameriprise Financial
213,AMPH,Amphastar Pharmaceuticals Inc. Common Stock,$20.11,955305822.0,124201,Health Care,Major Pharmaceuticals,Amphastar Pharmaceuticals
214,AMRC,Ameresco Inc. Class A Common Stock,$52.24,2500523758.0,279988,Basic Industries,Engineering & Construction,Ameresco
215,AMRK,A-Mark Precious Metals Inc. Common Stock,$25.65,181860193.0,119102,Basic Industries,Other Specialty Stores,A-Mark Precious Metals
216,AMRN,Amarin Corporation plc,$4.89,1901375781.0,9276789,Health Care,Major Pharmaceuticals,Amarin
217,AMRS,Amyris Inc. Common Stock,$6.18,1477130475.0,4725294,Basic Industries,Major Chemicals,Amyris
218,AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock,$4.57,674661971.0,745061,Health Care,Major Pharmaceuticals,Amneal Pharmaceuticals
219,AMSC,American Superconductor Corporation Common Stock,$23.42,646464649.0,494369,Consumer Durables,Metal Fabrications,American Superconductor
220,AMSF,AMERISAFE Inc. Common Stock,$57.43,1110182718.0,40213,Finance,Property-Casualty Insurers,Amerisafe
221,AMSWA,American Software Inc. Class A Common Stock,$17.17,559505603.0,67980,Technology,Computer Software: Prepackaged Software,American Software
222,AMT,American Tower Corporation (REIT) Common Stock,$224.46,99708130786.0,1669458,Consumer Services,Real Estate Investment Trusts,American Tower
223,AMTB,Amerant Bancorp Inc. Class A Common Stock,$15.20,576007116.0,32213,Finance,Major Banks,Amerant Bancorp
224,AMTBB,Amerant Bancorp Inc. Class B Common Stock,$11.63,440721234.0,13485,Finance,Major Banks,Amerant Bancorp
225,AMTI,Applied Molecular Transport Inc. Common Stock,$30.77,1073270246.0,70498,Health Care,Major Pharmaceuticals,Applied Molecular Transport
226,AMWD,American Woodmark Corporation Common Stock,$93.85,1594817451.0,67666,Basic Industries,Forest Products,American Woodmark
227,AMWL,American Well Corporation Class A Common Stock,$25.33,5951437608.0,3973919,Miscellaneous,Business Services,American Well
228,AMX,America Movil S.A.B. de C.V. American Depository Receipt Series L,$14.54,48624554079.0,1136824,Public Utilities,Telecommunications Equipment,America Movil B. De C.V. American Depository Receipt Series L
229,AMYT,Amryt Pharma plc American Depositary Shares,$14.16,506366103.0,510,Health Care,Major Pharmaceuticals,Amryt Pharma
230,AMZN,Amazon.com Inc. Common Stock,"$3,256.93",1630000000000.0,2957206,Consumer Services,Catalog/Specialty Distribution,Amazon.Com
231,AN,AutoNation Inc. Common Stock,$69.79,6132099885.0,529586,Consumer Durables,Automotive Aftermarket,Autonation
232,ANAB,AnaptysBio Inc. Common Stock,$21.50,587977808.0,168330,Health Care,Major Pharmaceuticals,Anaptysbio
233,ANAT,American National Group Inc. Common Stock,$96.12,2584397664.0,27072,Finance,Life Insurance,American National Group
234,ANDE,Andersons Inc. (The) Common Stock,$24.51,808302986.0,161244,Consumer Services,Farming/Seeds/Milling,Andersons
235,ANET,Arista Networks Inc. Common Stock,$290.57,21984951594.0,310381,Technology,Computer Communications Equipment,Arista Networks
236,ANF,Abercrombie & Fitch Company Common Stock,$20.36,1270274082.0,1030574,Consumer Services,Clothing/Shoe/Accessory Stores,Abercrombie & Fitch Company
237,ANGI,ANGI Homeservices Inc. Class A Common Stock,$13.20,6594825347.0,1096435,Consumer Services,Advertising,Angi Homeservices
238,ANGO,AngioDynamics Inc. Common Stock,$15.33,581820686.0,246983,Health Care,Medical/Dental Instruments,Angiodynamics
239,ANIK,Anika Therapeutics Inc. Common Stock,$45.26,643348994.0,79476,Health Care,Medical/Dental Instruments,Anika Therapeutics
240,ANIP,ANI Pharmaceuticals Inc.,$29.04,358888459.0,65242,Health Care,Major Pharmaceuticals,Ani Pharmaceuticals
241,ANNX,Annexon Inc. Common Stock,$25.03,955085179.0,170179,Health Care,Major Pharmaceuticals,Annexon
242,ANSS,ANSYS Inc. Common Stock,$363.80,31244645403.0,396538,Technology,Computer Software: Prepackaged Software,Ansys
243,ANTM,Anthem Inc. Common Stock,$321.09,79856466898.0,749286,Health Care,Medical Specialities,Anthem
244,AOD,Aberdeen Total Dynamic Dividend Fund Common Stock,$8.85,933064341.0,551624,,,Aberdeen Total Dynamic Dividend Fund
245,AON,Aon plc Class A Ordinary Shares (Ireland),$211.27,48299775842.0,1024592,Finance,Specialty Insurers,Aon
246,AONE,one Class A Ordinary Shares,$10.77,289443750.0,103335,Finance,Business Services,One
247,AOS,A.O. Smith Corporation Common Stock,$54.82,8851662932.0,728922,Consumer Durables,Consumer Electronics/Appliances,A.O. Smith
248,AOSL,Alpha and Omega Semiconductor Limited Common Shares,$23.64,602522491.0,108183,Technology,Semiconductors,Alpha And Omega Semiconductor
249,AOUT,American Outdoor Brands Inc. Common Stock ,$17.03,238434203.0,106072,Capital Goods,Ordnance And Accessories,American Outdoor Brands
250,AP,Ampco-Pittsburgh Corporation Common Stock,$5.48,100348335.0,86452,Capital Goods,Fluid Controls,Ampco-Pittsburgh
251,APA,Apache Corporation Common Stock,$14.19,5356415403.0,7479639,Energy,Oil & Gas Production,Apache
252,APAM,Artisan Partners Asset Management Inc. Class A Common Stock,$50.34,3955470534.0,317811,Finance,Investment Managers,Artisan Partners Asset Management
253,APD,Air Products and Chemicals Inc. Common Stock,$273.22,60395024993.0,795646,Basic Industries,Major Chemicals,Air Products And Chemicals
254,APEI,American Public Education Inc. Common Stock,$30.48,451383563.0,45679,Consumer Services,Other Consumer Services,American Public Education
255,APG,APi Group Corporation Common Stock,$18.15,3081764276.0,746723,Basic Industries,Engineering & Construction,Api Group
256,APH,Amphenol Corporation Common Stock,$130.77,39120466788.0,887682,Capital Goods,Electrical Products,Amphenol
257,APHA,Aphria Inc. Common Shares,$6.92,2002240917.0,5108209,Consumer Durables,Specialty Chemicals,Aphria
258,API,Agora Inc. American Depositary Shares,$39.56,15701282071.0,675826,Technology,Computer Software: Prepackaged Software,Agora
259,APLE,Apple Hospitality REIT Inc. Common Shares,$12.91,2882364150.0,1391759,Consumer Services,Real Estate Investment Trusts,Apple Hospitality Reit
260,APLS,Apellis Pharmaceuticals Inc. Common Stock,$57.20,4332152053.0,466683,Health Care,Major Pharmaceuticals,Apellis Pharmaceuticals
261,APLT,Applied Therapeutics Inc. Common Stock,$22.01,494962663.0,194970,Health Care,Major Pharmaceuticals,Applied Therapeutics
262,APO,Apollo Global Management Inc. Class A Common Stock,$48.98,11207399011.0,487876,Finance,Investment Managers,Apollo Global Management
263,APOG,Apogee Enterprises Inc. Common Stock,$31.68,835898913.0,206794,Capital Goods,Auto Parts:O.E.M.,Apogee Enterprises
264,APPF,AppFolio Inc. Class A Common Stock,$180.04,6180446968.0,77149,Technology,Computer Software: Prepackaged Software,Appfolio
265,APPN,Appian Corporation Class A Common Stock,$162.09,11354224904.0,864550,Technology,Computer Software: Prepackaged Software,Appian
266,APPS,Digital Turbine Inc. Common Stock,$56.56,5016708146.0,1908854,Miscellaneous,Multi-Sector Companies,Digital Turbine
267,APRE,Aprea Therapeutics Inc. Common stock,$4.92,104239189.0,2119095,Health Care,Major Pharmaceuticals,Aprea Therapeutics
268,APSG,Apollo Strategic Growth Capital Class A Ordinary Shares,$10.41,1074764835.0,350570,Finance,Business Services,Apollo Strategic Growth Capital
269,APT,Alpha Pro Tech Ltd. Common Stock,$11.15,151392972.0,1150847,Health Care,Industrial Specialties,Alpha Pro Tech
270,APTO,Aptose Biosciences Inc. Common Shares,$4.38,383178689.0,1703014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Aptose Biosciences
271,APTS,Preferred Apartment Communities Inc. Common Stock,$7.40,369264107.0,319141,Consumer Services,Real Estate Investment Trusts,Preferred Apartment Communities
272,APTV,Aptiv PLC Ordinary Shares,$130.29,35181605978.0,769866,Capital Goods,Auto Parts:O.E.M.,Aptiv
273,APTX,Aptinyx Inc. Common Stock,$3.46,218868144.0,660342,Health Care,Major Pharmaceuticals,Aptinyx
274,APVO,Aptevo Therapeutics Inc. Common Stock,$36.65,160481517.0,47666,Health Care,Major Pharmaceuticals,Aptevo Therapeutics
275,APXT,Apex Technology Acquisition Corporation Class A Common Stock,$15.01,668845600.0,1695817,Finance,Business Services,Apex Technology Acquisition
276,APYX,Apyx Medical Corporation Common Stock,$7.20,246778351.0,25980,Health Care,Medical/Dental Instruments,Apyx Medical
277,AQB,AquaBounty Technologies Inc. Common Stock,$8.76,485449705.0,1820389,,,Aquabounty Technologies
278,AQMS,Aqua Metals Inc. Common Stock,$3.00,183526683.0,2185827,Basic Industries,Metal Fabrications,Aqua Metals
279,AQN,Algonquin Power & Utilities Corp. Common Shares,$16.46,9827135412.0,413566,Public Utilities,Electric Utilities: Central,Algonquin Power & Utilities
280,AQST,Aquestive Therapeutics Inc. Common Stock,$5.35,179865909.0,1461866,Health Care,Major Pharmaceuticals,Aquestive Therapeutics
281,AQUA,Evoqua Water Technologies Corp. Common Stock,$26.98,3191097758.0,441786,Technology,Industrial Machinery/Components,Evoqua Water Technologies
282,AR,Antero Resources Corporation Common Stock,$5.45,1464262100.0,6115164,Energy,Oil & Gas Production,Antero Resources
283,ARA,American Renal Associates Holdings Inc Common Stock,$11.45,395520728.0,96735,Health Care,Misc Health and Biotechnology Services,American Renal Associates Holdings
284,ARAY,Accuray Incorporated Common Stock,$4.17,380310080.0,621916,Health Care,Medical/Dental Instruments,Accuray Incorporated
285,ARCB,ArcBest Corporation Common Stock,$42.67,1084154880.0,65356,Transportation,Trucking Freight/Courier Services,Arcbest
286,ARCC,Ares Capital Corporation Common Stock,$16.89,7138087590.0,2339062,,,Ares Capital
287,ARCE,Arco Platform Limited Class A Common Shares,$35.49,2043673089.0,101943,Consumer Services,Other Consumer Services,Arco Platform
288,ARCH,Arch Resources Inc. Class A Common Stock,$43.77,662996840.0,156679,Energy,Coal Mining,Arch Resources
289,ARCO,Arcos Dorados Holdings Inc. Class A Shares,$5.03,1042545681.0,162182,Consumer Services,Restaurants,Arcos Dorados Holdings Shares
290,ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,$43.38,1062509984.0,3758755,Health Care,Major Pharmaceuticals,Arcturus Therapeutics Holdings
291,ARD,Ardagh Group S.A. Common Shares,$17.21,4067755600.0,89315,Consumer Durables,Containers/Packaging,Ardagh Group
292,ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,$14.29,327454478.0,70648,,,Ares Dynamic Credit Allocation Fund
293,ARDX,Ardelyx Inc. Common Stock,$6.47,583907569.0,323388,Health Care,Major Pharmaceuticals,Ardelyx
294,ARE,Alexandria Real Estate Equities Inc. Common Stock,$178.22,24049654986.0,495430,Consumer Services,Real Estate Investment Trusts,Alexandria Real Estate Equities
295,ARES,Ares Management Corporation Class A Common Stock,$47.05,6767281956.0,1438399,Finance,Investment Managers,Ares Management
296,ARGO,Argo Group International Holdings Ltd.,$43.70,1515720691.0,72721,Finance,Specialty Insurers,Argo Group International Holdings
297,ARGX,argenx SE American Depositary Shares,$294.09,13854138471.0,83845,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Argenx Se
298,ARI,Apollo Commercial Real Estate Finance Inc,$11.17,1567114854.0,1121382,Consumer Services,Real Estate Investment Trusts,Apollo Commercial Real Estate Finance Inc
299,ARL,American Realty Investors Inc. Common Stock,$10.90,174368128.0,1289,Finance,Real Estate,American Realty Investors
300,ARLO,Arlo Technologies Inc. Common Stock,$7.79,615699547.0,1488754,Consumer Non-Durables,Consumer Electronics/Appliances,Arlo Technologies
301,ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,$4.48,569834581.0,540023,Energy,Coal Mining,Alliance Resource Partners Representings Interests
302,ARMK,Aramark Common Stock,$38.48,9771137319.0,1255690,Consumer Services,Restaurants,Aramark
303,ARNA,Arena Pharmaceuticals Inc. Common Stock,$76.83,4468741810.0,354143,Health Care,Major Pharmaceuticals,Arena Pharmaceuticals
304,ARNC,Arconic Corporation Common Stock ,$29.80,3252527407.0,1983794,,,Arconic
305,AROC,Archrock Inc. Common Stock,$8.66,1324390315.0,693805,Public Utilities,Natural Gas Distribution,Archrock
306,AROW,Arrow Financial Corporation Common Stock,$29.91,463348731.0,19787,Finance,Major Banks,Arrow Financial
307,ARQT,Arcutis Biotherapeutics Inc. Common Stock,$28.13,1227437922.0,87128,Health Care,Major Pharmaceuticals,Arcutis Biotherapeutics
308,ARR,ARMOUR Residential REIT Inc.,$10.79,698438372.0,853598,Consumer Services,Real Estate Investment Trusts,Armour Residential Reit
309,ARRY,Array Technologies Inc. Common Stock,$43.14,5478541306.0,961321,Consumer Durables,Miscellaneous manufacturing industries,Array Technologies
310,ARTNA,Artesian Resources Corporation Class A Common Stock,$37.08,346362797.0,8369,Public Utilities,Water Supply,Artesian Resources
311,ARVN,Arvinas Inc. Common Stock,$84.93,4017254991.0,627796,Health Care,Major Pharmaceuticals,Arvinas
312,ARW,Arrow Electronics Inc. Common Stock,$97.30,7350546209.0,231813,Technology,Electronic Components,Arrow Electronics
313,ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,$76.73,7884527039.0,677707,Health Care,Major Pharmaceuticals,Arrowhead Pharmaceuticals
314,ARYA,ARYA Sciences Acquisition Corp III Class A Ordinary Shares,$10.85,208173525.0,70214,Finance,Business Services,Arya Sciences Acquisitioniii
315,ASA,ASA  Gold and Precious Metals Limited,$21.87,421870222.0,90219,,,Asa Gold And Precious Metals
316,ASAN,Asana Inc. Class A Common Stock,$29.55,4703190086.0,819838,Technology,Computer Software: Prepackaged Software,Asana
317,ASAQ,Atlantic Street Acquisition Corp Class A Common Stock,$10.08,324450000.0,81502,Finance,Business Services,Atlantic Street Acquisition
318,ASB,Associated Banc-Corp Common Stock,$17.05,2618708034.0,650600,Finance,Major Banks,Associated Banc-Corp
319,ASC,Ardmore Shipping Corporation Common Stock,$3.27,108842784.0,165641,Transportation,Marine Transportation,Ardmore Shipping
320,ASG,Liberty All-Star Growth Fund Inc.,$8.20,341461194.0,171973,,,Liberty All-Star Growth Fund
321,ASGN,ASGN Incorporated Common Stock,$83.53,4418737000.0,163116,Technology,Professional Services,Asgn Incorporated
322,ASH,Ashland Global Holdings Inc. Common Stock,$79.20,4803194167.0,282609,Consumer Durables,Specialty Chemicals,Ashland Global Holdings
323,ASIX,AdvanSix Inc. Common Stock ,$19.99,560325117.0,204268,Basic Industries,Major Chemicals,Advansix
324,ASLE,AerSale Corporation Common Stock,$13.41,298774800.0,112244,,,Aersale
325,ASMB,Assembly Biosciences Inc. Common Stock,$6.05,199785133.0,390805,Health Care,Major Pharmaceuticals,Assembly Biosciences
326,ASML,ASML Holding N.V. New York Registry Shares,$487.72,205000000000.0,312790,Technology,Industrial Machinery/Components,Asml Holding N.V. New York Registry Shares
327,ASND,Ascendis Pharma A/S American Depositary Shares,$166.78,8908735657.0,74233,Health Care,Major Pharmaceuticals,Ascendis Pharma A/S
328,ASO,Academy Sports and Outdoors Inc. Common Stock,$20.73,1863915251.0,451795,Consumer Services,Other Specialty Stores,Academy Sports And Outdoors
329,ASPL,Aspirational Consumer Lifestyle Corp. Class A Ordinary Shares,$9.97,298783851.0,86325,Finance,Business Services,Aspirational Consumer Lifestyle
330,ASPN,Aspen Aerogels Inc. Common Stock,$16.69,448425585.0,116109,Consumer Services,RETAIL: Building Materials,Aspen Aerogels
331,ASPS,Altisource Portfolio Solutions S.A. Common Stock,$12.88,201568252.0,60283,Consumer Services,Other Consumer Services,Altisource Portfolio Solutions
332,ASPU,Aspen Group Inc. Common Stock,$11.13,272079751.0,95259,Consumer Services,Other Consumer Services,Aspen Group
333,ASR,Grupo Aeroportuario del Sureste S.A. de C.V. Common Stock,$164.93,4947900000.0,37298,Transportation,Aerospace,Grupo Aeroportuario Del Sureste De C.V.
334,ASTE,Astec Industries Inc. Common Stock,$57.88,1308628136.0,60581,Capital Goods,Construction/Ag Equipment/Trucks,Astec Industries
335,ASUR,Asure Software Inc Common Stock,$7.10,134627048.0,110588,Technology,EDP Services,Asure Software
336,ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,$5.84,12455523185.0,440268,Technology,Semiconductors,Ase Technology Holding Co.
337,ATAC,Altimar Acquisition Corporation Class A Ordinary Shares,$11.38,391187500.0,486493,Finance,Business Services,Altimar Acquisition
338,ATAX,America First Multifamily Investors L.P. Beneficial Unit Certificates (BUCs) representing Limited Partnership Interests,$4.25,257317117.0,502966,Finance,Finance: Consumer Services,America First Multifamily Investors Beneficial Unit Certificates
339,ATCO,Atlas Corp. Common Shares,$10.84,2666986761.0,405953,Transportation,Marine Transportation,Atlas
340,ATEC,Alphatec Holdings Inc. Common Stock,$14.52,1138734993.0,955982,Health Care,Medical/Dental Instruments,Alphatec Holdings
341,ATEN,A10 Networks Inc. Common Stock,$9.86,756345465.0,358411,Technology,Computer Communications Equipment,A10 Networks
342,ATEX,Anterix Inc. Common Stock,$37.60,657798426.0,60095,Public Utilities,Telecommunications Equipment,Anterix
343,ATGE,Adtalem Global Education Inc. Common Stock,$33.95,1768502453.0,343385,Consumer Services,Other Consumer Services,Adtalem Global Education
